epoch,year,population,food,bushes,water,avg_speed,avg_vision,avg_reproduction,avg_hunger,avg_thirst,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
1,0.05,20,13,15,3,80.00,150.00,100.00,97.58,96.11,0,0.05,0.05,0,0,2,0,0,0
2,0.10,20,12,15,3,80.00,150.00,100.00,95.32,93.11,0,0.10,0.10,0,0,1,1,0,1
3,0.15,20,8,15,3,80.00,150.00,100.00,93.88,91.35,0,0.15,0.15,0,0,4,1,0,2
4,0.20,20,6,15,3,80.00,150.00,100.00,92.33,90.39,0,0.20,0.20,0,0,2,2,0,4
5,0.25,20,5,15,3,80.00,150.00,100.00,91.28,90.60,0,0.25,0.25,0,0,3,0,0,4
6,0.30,20,8,15,3,80.00,150.00,100.00,89.16,88.47,0,0.30,0.30,0,0,1,0,0,4
7,0.36,20,9,15,3,80.00,150.00,100.00,87.48,87.03,0,0.35,0.35,0,0,3,0,0,4
8,0.41,20,6,15,3,80.00,150.00,100.00,88.85,87.69,0,0.40,0.40,0,0,5,2,0,6
9,0.46,20,6,17,3,80.00,150.00,100.00,88.27,88.33,0,0.45,0.45,0,0,4,3,2,7
10,0.51,20,7,17,3,80.00,150.00,100.00,86.74,86.70,0,0.51,0.51,0,0,2,1,0,8
11,0.56,20,9,18,3,80.00,150.00,100.00,85.46,83.41,0,0.56,0.56,0,0,1,0,1,7
12,0.61,20,9,18,3,80.00,150.00,100.00,84.41,81.95,0,0.61,0.61,0,0,3,2,0,9
13,0.66,20,6,21,3,80.00,150.00,100.00,85.20,82.23,0,0.66,0.66,0,0,9,4,3,10
14,0.71,20,6,21,3,80.00,150.00,100.00,84.68,79.47,0,0.71,0.71,0,0,4,2,0,12
15,0.76,20,6,23,3,80.00,150.00,100.00,86.54,80.96,0,0.76,0.76,0,0,5,1,2,11
16,0.82,20,7,23,3,80.00,150.00,100.00,84.81,84.63,0,0.81,0.81,0,0,2,2,0,13
17,0.87,20,6,23,3,80.00,150.00,100.00,83.24,83.12,0,0.87,0.86,0,0,2,1,0,14
18,0.92,20,9,24,3,80.00,150.00,100.00,81.97,81.16,0,0.92,0.92,0,0,3,1,1,14
19,0.97,20,11,26,3,80.00,150.00,100.00,83.56,79.43,0,0.97,0.97,0,0,7,2,2,14
20,1.02,20,13,26,3,80.00,150.00,100.00,84.90,78.41,0,1.02,1.02,0,0,4,2,0,16
21,1.07,20,14,28,3,80.00,150.00,100.00,82.90,77.93,0,1.07,1.07,0,0,2,1,2,15
22,1.12,20,10,28,3,80.00,150.00,100.00,84.20,77.38,0,1.12,1.12,0,0,6,5,0,20
23,1.17,20,10,31,3,80.00,150.00,100.00,84.51,77.17,0,1.17,1.17,0,0,7,6,3,23
24,1.22,20,9,31,3,80.00,150.00,100.00,82.44,76.89,0,1.22,1.22,0,0,4,2,0,25
25,1.27,16,16,31,3,80.00,150.00,100.00,93.44,94.17,0,1.27,1.27,0,4,4,1,0,26
26,1.32,16,12,31,3,80.00,150.00,100.00,94.90,93.82,0,1.32,1.32,0,0,9,4,0,30
27,1.38,16,11,32,3,80.00,150.00,100.00,93.66,95.34,0,1.38,1.37,0,0,5,5,1,34
28,1.43,16,11,34,3,80.00,150.00,100.00,94.89,95.81,0,1.43,1.42,0,0,6,5,2,37
29,1.48,16,12,34,3,80.00,150.00,100.00,95.43,95.28,0,1.48,1.47,0,0,4,2,0,39
30,1.53,16,13,35,3,80.00,150.00,100.00,95.30,92.83,0,1.53,1.53,0,0,7,4,1,42
31,1.58,16,13,37,3,80.00,150.00,100.00,95.42,93.82,0,1.58,1.58,0,0,7,2,2,42
32,1.63,16,16,37,3,80.00,150.00,100.00,94.39,96.57,0,1.63,1.63,0,0,4,3,0,45
33,1.68,16,15,38,3,80.00,150.00,100.00,94.72,96.38,0,1.68,1.68,0,0,6,3,1,47
34,1.73,16,12,39,3,80.00,150.00,100.00,95.92,95.12,0,1.73,1.73,0,0,10,7,1,53
35,1.78,16,14,40,3,80.00,150.00,100.00,96.53,96.78,0,1.78,1.78,0,0,8,4,1,56
36,1.84,16,14,41,3,80.00,150.00,100.00,96.53,96.62,0,1.85,1.82,0,0,9,3,1,58
37,1.90,16,13,44,3,80.00,150.00,100.00,95.95,96.87,0,1.90,1.87,0,0,8,4,3,59
38,1.95,16,14,45,3,80.00,150.00,100.00,95.84,96.02,0,1.95,1.93,0,0,6,3,1,61
39,2.01,16,14,45,3,80.00,150.00,100.00,95.59,95.90,0,2.01,1.98,0,0,7,3,0,64
40,2.06,16,19,48,3,80.00,150.00,100.00,96.07,95.37,0,2.06,2.03,0,0,8,6,3,67
41,2.12,16,20,49,3,80.00,150.00,100.00,95.35,97.10,0,2.12,2.09,0,0,5,2,1,68
42,2.17,16,21,49,3,80.00,150.00,100.00,96.94,96.45,0,2.17,2.14,0,0,10,8,0,76
43,2.22,16,19,51,3,80.00,150.00,100.00,97.06,96.19,0,2.23,2.20,0,0,11,5,2,79
44,2.28,16,20,52,3,80.00,150.00,100.00,96.76,97.62,0,2.28,2.25,0,0,8,4,1,82
45,2.33,16,19,53,3,80.00,150.00,100.00,96.84,97.17,0,2.33,2.31,0,0,13,6,1,87
46,2.39,16,21,53,3,80.00,150.00,100.00,97.11,97.79,0,2.39,2.36,0,0,8,3,0,90
47,2.44,16,23,54,3,80.00,150.00,100.00,95.94,96.63,0,2.44,2.41,0,0,7,2,1,91
48,2.50,16,25,55,3,80.00,150.00,100.00,95.55,96.82,0,2.50,2.47,0,0,6,4,1,94
49,2.55,16,20,56,3,80.00,150.00,100.00,97.13,95.22,0,2.55,2.52,0,0,12,7,1,100
50,2.60,16,24,56,3,80.00,150.00,100.00,97.29,97.73,0,2.60,2.58,0,0,9,5,0,105
51,2.66,16,29,57,3,80.00,150.00,100.00,97.04,97.77,0,2.66,2.63,0,0,10,4,1,108
52,2.71,16,26,57,3,80.00,150.00,100.00,95.92,95.75,0,2.71,2.69,0,0,6,5,0,113
53,2.77,16,28,57,3,80.00,150.00,100.00,96.39,96.94,0,2.77,2.74,0,0,8,4,0,117
54,2.82,16,32,60,3,80.00,150.00,100.00,96.90,96.92,0,2.82,2.79,0,0,11,3,3,117
55,2.88,16,35,63,3,80.00,150.00,100.00,97.84,97.52,0,2.88,2.85,0,0,15,10,3,124
56,2.93,16,33,64,3,80.00,150.00,100.00,95.33,97.22,0,2.93,2.90,0,0,11,5,1,128
57,2.98,16,31,65,3,80.00,150.00,100.00,97.79,96.50,0,2.98,2.96,0,0,13,7,1,134
58,3.04,16,31,68,3,80.00,150.00,100.00,97.31,97.43,0,3.04,3.01,0,0,11,7,3,138
59,3.09,16,32,69,3,80.00,150.00,100.00,98.13,97.72,0,3.09,3.07,0,0,14,9,1,146
60,3.15,16,33,71,3,80.00,150.00,100.00,97.77,97.65,0,3.15,3.12,0,0,12,7,2,151
61,3.20,16,32,72,3,80.00,150.00,100.00,97.68,98.58,0,3.20,3.17,0,0,15,10,1,160
62,3.25,16,26,74,3,80.00,150.00,100.00,97.92,97.62,0,3.26,3.23,0,0,15,6,2,164
